Taxonomy,A3,A5,A6,A9,A31,A51,A52,A53,A54,A59,A67,A68,A69,A71,A73,A76,A78,A87,A89,A93,A101,A109,A113,A114,A115,A142,A144,A149,A164,A165,B1,B2,B3,B5,B6,B7,B8,B13,B14,B28,B29,B36,B37,B94,B99,B103,B106,B111,B114,B115,B120,B127,B132,B141,B142,B143,B152,B156,B158,B164
g__Unclassified;s__Porphyromonadaceae bacterium COT-184 OH4590,0,3,1,2,1,0,3,1,1,5,1,1,1,3,0,1,2,1,0,0,0,0,3,0,0,0,0,1,5,0,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,1,1,0,0
g__Prevotella;s__Prevotella loescheii,0,2,1,1,2,2,1,0,0,0,0,2,3,3,1,3,0,1,2,0,0,3,2,1,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,2,0,0,0,0,0,1,0,0,0
g__Prevotella;s__Prevotella marshii,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0
g__Prevotella;s__Prevotella sp. RM4,0,1,2,2,2,1,4,0,5,2,0,2,4,3,1,4,2,2,2,2,2,0,3,4,2,2,0,3,4,3,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,2,1,1,0,0,2,0,1,0,1,2,0,1,0,1
g__Prevotella;s__Prevotella sp. oral taxon 299,1,5,0,3,1,1,1,2,2,0,1,2,3,3,2,1,2,3,1,1,1,2,1,0,1,0,1,1,3,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,2,2,2,0,0,0,0,0,1,0
g__Prevotella;s__Prevotella sp. oral taxon 472,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
g__Draconibacterium;s__Draconibacterium sediminis,0,5,1,0,1,1,1,2,3,3,2,0,1,1,1,0,4,0,4,4,3,2,0,0,0,1,0,1,1,0,0,1,4,4,0,1,1,1,0,0,0,0,1,1,0,3,1,0,3,1,3,1,1,1,0,0,3,2,0,2
g__Prolixibacter;s__Prolixibacter bellariivorans,0,2,2,1,2,2,2,3,2,2,1,2,2,3,2,3,1,0,4,0,1,2,5,0,0,2,1,2,2,2,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,3,0,2,4,1,1,1,1,1,0,0,0,0,0,0
g__Sunxiuqinia;s__Sunxiuqinia dokdonensis,0,0,0,0,5,4,1,2,4,0,0,2,1,5,3,0,3,0,4,4,1,0,3,0,0,1,3,3,4,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,4
g__Unclassified;s__Bacteroidales bacterium Barb6,1,1,2,2,3,3,2,2,0,3,0,1,3,2,2,4,2,0,5,2,1,1,4,2,0,2,1,3,2,2,1,0,2,2,0,1,0,1,0,1,0,1,1,2,0,1,4,2,1,0,1,1,1,1,1,0,0,1,1,1
g__Chitinophaga;s__Chitinophaga rupis,0,0,0,3,2,0,0,3,2,1,0,1,1,1,0,5,2,0,0,0,1,1,0,0,0,3,0,1,2,3,1,0,0,3,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,1,1,1,0,0,0,1,0,0,1
g__Leadbetterella;s__Leadbetterella byssophila,0,1,2,0,0,0,0,0,1,5,0,2,0,1,1,2,0,0,2,2,1,0,2,4,1,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,1,0,1,2,2,2,2,0,3,0,0,0
g__Runella;s__Runella zeae,2,0,0,1,0,3,0,0,0,0,0,0,0,3,1,1,2,2,0,2,5,0,0,0,2,5,1,1,0,3,1,2,0,1,0,0,0,1,0,0,1,0,0,4,1,1,1,2,1,1,3,1,0,0,0,0,2,0,0,0
g__Pontibacter;s__Pontibacter korlensis,1,1,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,0,1,0,0,0,1,0,1,0,4,3,1,1,0,0,0,0,0,5,0,0,0
g__Elizabethkingia;s__Elizabethkingia anophelis,2,4,1,2,2,0,1,1,1,5,0,0,1,1,0,1,1,1,1,2,1,2,1,2,2,2,2,2,2,3,2,2,1,1,0,1,1,0,1,0,0,0,1,4,2,1,4,0,1,1,0,0,0,0,0,2,0,2,0,1
g__Maribacter;s__Maribacter sp. MAR_2009_60,0,0,0,0,1,1,2,2,5,0,0,0,1,3,0,0,3,0,1,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Ornithobacterium;s__Ornithobacterium rhinotracheale,3,1,2,2,1,2,2,2,1,3,2,1,3,1,1,2,3,2,2,5,2,3,2,3,4,4,2,2,3,2,3,1,1,4,2,2,2,1,1,1,1,1,2,2,1,1,3,3,4,4,2,1,2,1,1,1,2,2,1,1
g__Mucilaginibacter;s__Mucilaginibacter paludis,0,3,1,1,1,2,2,5,3,0,0,2,2,1,2,2,3,1,0,0,0,1,4,3,1,0,4,0,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,0,1,1,0,0,0,2,0,0,1,0,0,1,1
g__Unclassified;s__Bacteroidetes bacterium GWA2_32_17,0,1,1,5,0,0,0,0,0,5,0,0,5,0,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,3,0,0,1,1,0,1,0,0,0
g__Unclassified;s__Candidatus Margulisbacteria bacterium GWF2_35_9,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,2,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0
g__Unclassified;s__Candidatus Riflebacteria bacterium GWC2_50_8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
g__Anaerolinea;s__Anaerolinea thermolimosa,0,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,0,1,0,4,0,0,0,0,5,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,2,1,0,0,0,1,0,0
g__Unclassified;s__Chloroflexi bacterium RBG_16_54_18,0,0,0,0,2,5,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0
g__Lysinibacillus;s__Lysinibacillus sphaericus,0,0,0,0,4,0,0,3,2,5,0,0,1,2,0,2,1,1,3,1,1,1,0,0,1,2,2,3,3,2,0,1,0,1,0,0,0,0,0,0,2,2,1,0,0,0,0,1,2,3,1,1,1,1,1,0,0,1,0,1
g__Aneurinibacillus;s__Aneurinibacillus migulanus,3,2,1,0,1,1,2,4,2,2,2,1,1,5,0,1,4,5,2,1,1,2,3,1,2,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,4,4,3,1,1,0,1,0,3,3,0,1
g__Brevibacillus;s__Brevibacillus panacihumi,1,0,1,5,2,0,1,2,0,0,0,1,1,1,0,1,0,3,1,0,1,1,2,4,0,2,3,1,1,2,2,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,5,5,0,4,3,5,0,0,0,1,1,0,0
g__Paenibacillus;s__Paenibacillus alvei,5,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,3,2,0,1,1,0,0,1,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,3,0
g__Paenibacillus;s__Paenibacillus antibioticophila,0,0,1,1,0,0,1,2,0,1,0,0,0,2,0,0,0,1,0,0,1,0,1,5,2,2,1,1,2,0,0,1,1,2,2,0,1,0,0,0,0,0,1,0,0,1,0,4,1,0,1,2,1,0,0,0,1,1,0,0
g__Paenibacillus;s__Paenibacillus macerans,0,5,2,2,0,1,2,1,2,0,1,0,1,2,1,0,4,1,0,2,3,0,2,3,0,2,1,0,1,0,0,2,2,2,1,0,4,2,1,0,0,0,2,2,1,1,0,2,4,1,3,2,1,2,1,0,0,3,0,0
g__Paenibacillus;s__Paenibacillus naphthalenovorans,0,2,1,1,2,2,0,3,1,2,2,2,1,3,0,1,3,1,2,0,2,4,1,1,3,1,4,2,2,0,1,1,1,0,1,0,2,2,0,4,2,2,1,1,1,1,1,3,2,2,2,3,5,1,1,1,0,1,2,2
g__Paenibacillus;s__Paenibacillus sp. SIT18,0,3,1,1,1,2,0,2,3,1,0,1,1,3,1,2,2,1,1,0,1,2,0,1,1,5,1,3,1,1,2,2,2,2,1,1,2,0,0,1,1,1,1,1,1,2,1,2,2,2,0,2,3,1,0,0,2,0,0,0
g__Paenibacillus;s__Paenibacillus sp. UNC451MF,1,1,1,4,1,0,1,1,4,0,2,0,1,1,1,1,1,2,2,5,3,1,2,2,1,4,3,1,1,1,0,5,1,4,1,1,4,2,0,1,1,1,1,5,1,1,1,1,2,2,2,3,3,4,2,1,2,3,0,1
g__Paenibacillus;s__Paenibacillus sp. URHA0014,1,2,2,3,0,1,1,0,2,5,1,0,1,1,1,0,0,0,2,2,2,0,2,1,2,3,2,1,1,0,0,1,2,1,2,0,1,0,0,0,2,2,1,1,0,0,2,2,1,2,1,0,0,1,1,1,0,1,1,2
g__Sporosarcina;s__Sporosarcina ureae,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,1,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,5,3,0
g__Sporolactobacillus;s__Sporolactobacillus laevolacticus,0,3,0,0,2,0,0,0,1,1,1,1,3,0,1,1,2,0,2,1,1,0,0,0,2,5,1,3,1,1,1,0,1,0,0,1,0,4,0,0,1,0,2,1,0,2,2,2,1,3,0,0,0,0,1,0,1,0,1,0
g__Enterococcus;s__Enterococcus columbae,0,0,0,2,0,0,3,1,0,2,0,0,1,0,1,2,1,2,0,2,1,0,2,2,0,5,1,0,2,0,0,2,0,2,2,1,0,3,0,0,0,2,0,1,0,4,1,0,2,1,1,0,0,0,0,0,0,0,0,0
g__Enterococcus;s__Enterococcus pallens,1,1,1,1,1,1,1,1,2,3,0,0,1,4,0,2,0,1,2,2,0,1,1,2,0,3,2,2,1,3,5,3,2,2,0,2,2,0,0,0,0,0,1,2,0,1,3,4,2,2,2,2,0,3,2,1,1,2,0,0
g__Streptococcus;s__Streptococcus agalactiae,0,2,1,1,2,0,5,2,3,1,0,0,2,3,0,2,1,1,2,2,1,0,2,4,2,4,1,0,2,2,2,2,0,2,1,1,0,0,1,1,0,2,2,4,1,1,3,1,0,1,1,0,1,3,1,1,0,0,1,2
g__Streptococcus;s__Streptococcus dysgalactiae,1,0,0,2,2,1,1,2,4,1,1,1,5,3,2,1,1,2,1,3,1,0,1,2,0,2,2,1,4,1,1,3,2,2,1,2,2,2,0,1,3,1,1,1,1,2,2,2,0,1,1,1,1,1,2,1,1,4,1,2
g__Streptococcus;s__Streptococcus parasanguinis,0,1,0,1,0,3,1,2,2,2,0,0,0,2,2,1,2,1,0,2,1,0,2,1,1,2,1,1,1,0,5,0,0,1,0,2,0,3,1,0,0,0,1,1,0,2,1,2,2,2,1,2,2,1,3,0,1,0,1,1
g__Alkaliphilus;s__Alkaliphilus oremlandii,0,0,0,3,0,0,2,2,4,0,0,1,1,1,1,0,2,0,1,3,2,0,0,1,1,5,1,0,2,4,3,0,0,5,0,2,1,2,0,0,0,0,2,1,1,2,0,4,3,3,2,3,2,2,1,1,3,1,2,3
g__Clostridium;s__Clostridium aceticum,2,1,0,3,2,1,0,3,2,2,1,1,1,2,0,1,2,4,2,2,1,0,1,2,0,5,3,1,2,3,2,1,2,4,2,2,1,2,0,1,1,1,0,2,1,2,1,2,3,1,3,1,2,2,2,1,1,2,2,0
g__Clostridium;s__Clostridium arbusti,2,2,0,3,0,0,1,0,4,3,1,2,0,1,0,2,1,0,1,0,4,0,3,2,2,3,5,1,3,3,0,0,0,2,2,0,1,4,0,0,0,0,1,1,0,1,0,2,0,1,0,2,2,1,1,0,1,1,0,2
g__Clostridium;s__Clostridium carboxidivorans,1,2,0,3,2,1,4,1,1,3,2,1,1,3,0,3,2,2,1,1,1,2,3,4,1,4,4,4,4,2,1,3,2,1,1,2,0,5,1,2,0,2,1,1,0,3,1,1,2,5,2,1,2,2,3,1,2,2,1,1
g__Clostridium;s__Clostridium celatum,1,0,0,2,3,0,3,0,3,1,3,0,0,4,0,0,1,1,0,2,2,0,2,1,1,2,5,2,0,0,3,0,1,3,0,0,1,1,1,0,0,0,1,0,0,0,0,3,1,2,0,4,3,1,1,1,2,0,2,1
g__Clostridium;s__Clostridium cylindrosporum,1,1,1,3,2,0,2,0,4,2,3,2,1,0,1,1,4,2,3,3,3,0,2,2,1,5,3,2,4,1,1,2,2,2,1,1,1,2,1,1,1,0,1,1,0,0,0,1,3,2,3,2,1,1,1,1,1,1,2,1
g__Clostridium;s__Clostridium diolis,2,0,0,1,1,1,0,1,2,1,0,0,2,2,1,1,5,3,0,3,3,1,4,1,1,3,1,0,1,3,1,2,1,2,0,1,1,1,0,0,0,0,2,2,0,5,2,5,1,1,3,1,1,2,1,0,3,0,0,1
g__Clostridium;s__Clostridium hydrogeniformans,0,0,0,2,1,0,1,1,2,2,0,0,2,1,0,0,0,0,0,1,2,2,1,3,0,4,3,0,2,5,1,1,0,4,0,1,0,2,0,0,0,2,1,0,2,3,1,4,3,0,1,4,4,1,1,0,0,2,1,0
g__Clostridium;s__Clostridium saccharobutylicum,1,0,2,3,3,2,3,1,1,2,3,0,0,3,0,2,2,1,0,0,2,0,2,1,0,5,3,5,2,3,1,1,1,3,1,1,2,4,0,0,0,1,3,3,0,5,0,1,2,4,2,1,2,3,1,3,0,3,1,1
g__Clostridium;s__Clostridium sp. HGF2,4,5,3,5,3,2,4,3,3,2,2,2,3,4,3,4,5,4,3,4,4,2,3,4,4,3,5,3,3,2,3,5,3,3,3,4,5,4,2,3,3,2,3,3,2,2,4,4,2,3,4,2,3,3,2,2,3,3,2,2
g__Clostridium;s__Clostridium sulfidigenes,0,2,2,1,0,1,1,2,3,2,2,2,3,2,0,3,1,4,1,2,2,1,1,2,1,5,3,1,3,4,1,1,2,1,1,0,1,1,0,1,0,0,1,2,0,0,1,1,5,0,2,5,3,3,1,0,0,4,1,1
g__Clostridium;s__Clostridium tunisiense,3,2,1,0,1,2,0,3,0,2,0,1,0,3,1,3,3,3,0,0,4,1,1,3,1,5,2,3,2,2,2,2,0,2,0,0,2,3,0,0,1,0,2,0,1,2,1,2,4,1,2,1,0,2,3,0,2,2,0,2
g__Natronincola;s__Natronincola peptidivorans,2,1,2,5,2,0,0,0,3,4,0,0,0,1,1,1,1,1,2,3,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,0,2,3,0,0,0,0,1,2,1,1,4,4,1,1,2,5,4,2,1,1,3,1,1,2
g__Unclassified;s__Clostridiaceae bacterium BRH_c20a,2,0,0,2,1,1,0,0,1,0,1,0,1,0,0,1,1,0,2,2,2,1,1,0,0,3,1,0,0,2,2,1,0,0,0,0,3,2,0,0,0,0,0,1,1,5,0,1,3,0,0,2,2,3,2,0,1,0,0,1
g__Unclassified;s__[Eubacterium] nodatum,1,0,0,0,0,0,3,0,0,3,1,0,1,1,1,0,0,0,1,0,2,0,2,4,0,5,1,3,0,2,3,0,0,5,3,1,1,1,0,0,0,0,1,0,0,3,5,0,2,1,4,2,2,0,0,2,0,2,1,3
g__Heliobacterium;s__Heliobacterium modesticaldum,0,0,0,1,1,2,0,0,4,1,0,0,0,1,0,0,0,0,1,0,3,0,0,1,0,5,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,2,2,1,0,1,0,0,0,0,0,1,0,0,0
g__Butyrivibrio;s__Butyrivibrio sp. AD3002,1,5,0,2,1,3,3,1,0,1,0,0,0,4,0,4,3,2,1,1,5,0,1,5,0,3,1,2,2,0,0,1,1,3,1,0,4,1,0,0,0,0,1,1,0,3,0,4,0,1,1,3,2,0,2,1,4,1,0,3
g__Butyrivibrio;s__Butyrivibrio sp. AE3004,1,2,0,4,3,2,3,3,2,3,3,1,1,2,0,1,2,0,2,0,1,0,3,3,0,5,2,2,4,3,1,0,3,3,0,1,3,2,0,1,1,1,1,1,0,4,1,5,0,2,2,4,5,2,2,0,2,0,0,1
g__Butyrivibrio;s__Butyrivibrio sp. AE3006,1,1,1,3,1,0,1,2,1,2,0,1,2,0,1,1,0,2,1,1,4,0,0,1,1,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,5,3,1,2,1,2,3,3,1,2,1,2,1
g__Butyrivibrio;s__Butyrivibrio sp. FC2001,1,0,0,1,2,1,2,2,4,3,1,0,3,0,2,1,3,1,2,1,4,2,3,0,1,5,1,0,1,3,1,3,2,5,3,0,1,4,0,0,2,2,4,2,2,2,2,3,2,2,1,1,2,3,3,0,0,1,2,1
g__Butyrivibrio;s__Butyrivibrio sp. FCS014,1,0,0,1,4,1,5,1,1,0,1,2,2,3,0,5,1,1,0,0,4,1,3,5,2,2,3,2,0,2,2,1,1,3,1,0,1,0,0,3,0,2,0,0,0,2,2,5,4,5,4,3,2,1,1,0,1,0,1,4
g__Butyrivibrio;s__Butyrivibrio sp. INlla18,1,0,1,3,2,0,0,3,4,0,0,0,1,1,1,2,1,2,0,1,4,0,2,3,0,3,1,1,2,3,1,0,0,2,2,3,2,3,0,1,1,2,2,2,0,1,0,5,2,1,0,2,2,3,2,0,0,1,1,0
g__Butyrivibrio;s__Butyrivibrio sp. MB2005,1,2,1,1,1,2,2,5,5,3,2,3,2,4,1,2,0,1,1,2,3,0,2,4,3,4,4,0,3,5,2,1,1,0,0,2,1,2,0,2,0,0,0,0,0,2,3,2,2,1,3,2,2,2,0,0,0,0,1,1
g__Butyrivibrio;s__Butyrivibrio sp. NC2002,2,4,1,1,0,3,2,3,3,5,1,0,1,3,2,0,1,2,1,0,3,4,2,3,0,5,0,1,2,3,2,2,0,2,2,3,1,2,0,0,0,2,0,0,0,2,0,1,1,4,3,3,2,3,3,1,0,2,0,0
g__Butyrivibrio;s__Butyrivibrio sp. WCD3002,0,0,0,0,3,1,1,1,1,1,0,0,0,4,0,1,1,0,0,0,3,0,0,5,1,3,3,0,1,2,1,0,3,1,0,0,2,1,0,0,0,1,1,1,1,2,0,3,3,0,0,3,2,0,0,0,1,0,0,0
g__Dorea;s__Dorea longicatena CAG:42,2,3,2,2,4,1,2,2,4,3,0,1,1,2,0,2,1,0,0,1,3,0,1,4,1,5,4,2,3,1,4,2,2,3,1,0,1,3,1,1,1,0,1,2,1,2,4,5,1,1,4,1,3,2,3,2,1,2,3,5
g__Oribacterium;s__Oribacterium asaccharolyticum,4,1,1,1,0,2,0,0,0,1,1,1,3,3,4,0,0,1,0,1,0,0,0,2,2,1,2,0,3,3,3,0,3,2,1,2,0,3,1,3,0,0,1,3,0,3,0,5,2,3,5,3,5,1,2,2,2,0,0,2
g__Roseburia;s__Roseburia sp. CAG:50,1,0,0,5,2,3,1,1,3,2,0,0,0,3,0,3,1,3,1,0,3,0,0,1,0,4,2,2,1,1,2,3,2,3,4,1,1,2,2,2,0,0,0,2,0,1,1,4,3,4,2,3,4,2,2,1,0,1,2,2
g__Unclassified;s__Lachnospiraceae bacterium A10,3,1,1,0,3,0,0,2,0,0,0,2,1,3,1,1,2,3,0,2,5,2,4,3,0,2,1,2,2,3,0,1,2,0,3,2,3,2,0,0,1,2,2,1,1,1,2,2,2,0,3,5,1,3,2,2,0,2,0,0
g__Unclassified;s__Lachnospiraceae bacterium NK4A144,1,0,1,4,2,2,2,3,3,1,1,0,2,3,0,2,2,1,2,1,2,1,3,3,2,4,5,0,1,2,4,3,2,2,3,3,1,2,1,1,0,4,2,1,0,4,1,3,2,0,3,5,3,0,1,0,1,0,2,2
g__Dehalobacter;s__Dehalobacter sp. TeCB1,0,0,5,1,2,1,0,0,1,4,2,0,0,0,0,3,0,0,0,4,0,0,4,1,2,2,4,1,0,1,0,5,4,2,0,0,1,0,1,0,0,0,4,0,0,4,3,0,0,4,1,1,1,0,0,2,2,1,0,0
g__Desulfosporosinus;s__Desulfosporosinus sp. BG,1,1,0,0,2,0,1,3,1,3,1,0,1,2,0,5,0,0,1,1,2,2,1,3,0,3,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,2,0,2,2,0,4,0,0,2,1,0,1,0,0,0
g__Desulfosporosinus;s__Desulfosporosinus sp. OT,1,1,0,0,4,0,1,1,0,1,1,0,5,0,1,3,0,0,0,1,1,0,1,2,0,3,2,2,3,0,2,0,2,2,0,0,0,0,0,2,0,1,1,4,1,1,1,2,0,3,2,0,0,2,1,0,0,0,3,0
g__Desulfotomaculum;s__Desulfotomaculum alcoholivorax,0,0,0,2,1,0,2,4,3,2,1,1,0,3,0,2,0,0,0,0,0,0,0,4,0,4,0,1,0,2,0,2,2,2,2,0,1,3,0,0,1,1,0,1,1,1,2,4,5,2,1,1,1,0,1,1,1,1,1,0
g__Desulfotomaculum;s__Desulfotomaculum sp. 46_296,2,2,2,4,2,0,3,1,1,2,2,1,0,3,0,3,4,1,1,4,5,1,1,3,1,4,2,1,4,3,1,3,1,2,1,1,1,5,1,2,1,3,3,1,1,2,0,2,1,1,2,3,2,4,4,1,3,2,0,0
g__Unclassified;s__Peptococcaceae bacterium BICA1-8,0,0,1,3,1,0,0,2,2,2,1,0,1,3,0,2,1,0,0,1,2,2,1,2,1,2,3,2,3,3,0,2,4,2,0,1,1,2,0,2,0,0,1,2,1,3,3,1,5,1,1,1,2,1,1,0,1,2,0,2
g__Unclassified;s__Peptococcaceae bacterium BRH_c4a,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,5,1,0,1,0,1,0,0,2,1,3,2,0,0,1,0,1,1,0,0,0,3,0,2,0,0,0,1,0,0,1,0,1,1,0
g__Peptostreptococcus;s__Peptostreptococcus sp. MV1,0,0,0,1,1,0,0,0,0,3,0,0,5,1,0,1,0,0,0,2,1,1,1,2,0,0,5,0,2,2,0,1,1,1,0,0,2,3,1,1,0,0,0,3,1,0,3,3,4,0,4,3,1,1,0,0,0,1,1,2
g__Proteocatella;s__Proteocatella sphenisci,1,1,0,3,3,3,1,1,3,2,0,0,3,2,0,1,2,0,0,2,1,0,1,4,2,5,2,0,2,2,1,1,1,4,1,2,1,3,1,1,1,0,1,1,0,1,2,3,4,3,3,2,2,1,1,0,0,2,2,1
g__Ruminococcus;s__Ruminococcus sp. CAG:55,0,5,1,0,0,0,4,3,2,3,0,3,1,4,0,3,3,4,0,3,1,1,1,4,0,3,4,2,0,4,3,5,0,3,3,4,0,3,0,0,0,2,0,0,1,2,3,4,3,4,3,4,5,1,3,0,1,2,1,1
g__Unclassified;s__Ruminococcaceae bacterium KH2T8,0,0,1,3,2,1,1,0,1,1,0,0,1,3,2,0,0,1,3,1,0,0,1,3,0,5,4,0,1,4,0,2,4,2,0,0,1,2,1,2,0,0,1,3,0,2,3,3,1,2,1,4,2,4,2,1,0,1,1,0
g__Gottschalkia;s__[Clostridium] purinilyticum,2,0,2,4,1,0,2,1,2,1,1,0,0,1,0,2,0,4,1,0,0,1,0,2,0,1,0,0,1,2,1,1,3,2,0,0,2,4,0,1,1,0,1,5,1,1,0,3,5,0,2,2,3,5,1,0,0,5,0,0
g__Unclassified;s__Clostridiales bacterium KA00274,0,1,0,1,0,1,0,2,4,2,0,1,2,1,0,2,5,2,2,1,2,3,4,1,0,2,3,0,0,2,5,1,0,1,1,0,0,1,0,0,0,1,2,0,1,3,1,3,3,1,1,2,2,0,2,0,0,1,0,0
g__Unclassified;s__Clostridiales bacterium VE202-29,3,3,1,3,5,1,1,3,1,3,0,0,3,2,0,3,2,2,2,0,3,0,5,3,3,4,3,2,4,3,4,5,1,4,3,1,3,2,2,3,0,3,1,1,0,3,1,3,5,1,3,3,5,1,2,1,4,1,3,1
g__Moorella;s__Moorella glycerini,0,1,0,1,1,1,1,1,2,3,0,0,2,2,1,1,2,1,2,3,2,0,3,2,2,3,2,1,1,5,3,3,0,3,0,1,2,1,0,1,1,1,2,2,1,3,0,0,2,2,3,1,2,3,2,0,2,1,1,1
g__Moorella;s__Moorella thermoacetica,0,0,0,1,1,0,0,0,1,0,0,2,1,0,0,5,0,1,0,0,0,0,0,4,0,2,0,1,0,1,1,0,0,1,0,0,2,2,0,0,0,0,0,2,0,1,1,1,2,0,4,1,1,0,0,0,0,1,0,0
g__Thermoanaerobacterium;s__Thermoanaerobacterium thermosaccharolyticum,0,2,3,3,1,0,0,2,5,0,0,0,1,1,0,0,2,1,0,2,1,0,1,0,2,3,1,2,1,0,1,2,0,1,0,1,1,3,0,0,2,0,0,4,0,2,1,0,2,2,1,2,2,1,1,0,2,3,0,0
g__Unclassified;s__Thermoanaerobacterales bacterium 50_218,1,0,0,2,1,0,0,1,1,2,0,0,2,2,0,0,2,0,0,0,0,1,3,2,0,1,0,5,1,4,2,2,1,3,0,1,0,1,0,0,0,0,1,1,0,5,1,3,3,2,2,0,1,2,3,0,0,2,0,0
g__Faecalibaculum;s__Faecalibaculum rodentium,1,1,1,1,2,0,2,4,0,1,0,0,3,3,0,2,1,0,1,0,0,1,3,3,1,1,5,0,4,1,1,2,0,4,1,0,0,1,0,2,3,0,0,0,0,3,1,4,4,0,3,3,4,3,4,0,0,0,1,3
g__Selenomonas;s__Selenomonas artemidis,0,0,0,1,0,2,1,2,1,0,0,0,0,1,0,1,0,1,1,2,1,2,4,0,1,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5,0,1,1,1,1,0,0,0,0,0,0,0
g__Anaeromusa;s__Anaeromusa acidaminophila,3,0,0,2,0,0,0,1,0,0,1,0,1,5,0,0,0,3,0,3,4,0,0,1,3,4,5,0,1,0,4,1,1,0,0,0,0,3,0,0,0,0,0,3,0,1,1,4,4,0,4,2,2,2,1,0,0,2,0,0
g__Veillonella;s__Veillonella magna,1,1,1,2,1,0,2,5,4,1,1,1,1,2,0,2,2,2,1,0,2,2,3,2,0,3,2,0,3,1,2,0,1,1,0,1,0,0,0,1,0,1,1,1,0,4,3,3,0,1,1,1,0,0,2,0,0,0,3,1
g__Veillonella;s__Veillonella sp. ACP1,2,0,0,3,1,2,4,5,2,0,0,2,1,1,0,1,2,0,0,1,0,1,2,2,0,0,1,2,0,0,2,0,1,0,0,1,0,0,2,2,0,0,1,1,2,1,2,0,1,0,0,1,1,1,0,0,0,0,0,1
g__Finegoldia;s__Finegoldia magna,0,1,2,3,0,0,1,1,2,3,1,0,1,1,0,0,1,0,0,3,2,0,1,2,1,5,2,0,0,3,1,2,1,2,0,1,0,0,0,0,0,0,1,0,0,1,1,5,1,0,2,1,1,3,0,0,0,0,0,0
